City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
121,Toguchin,RU,2021-07-19 18:19:46,55.2353,84.3858,56.84,82,74,2.73
122,Kapaa,US,2021-07-19 18:15:30,22.0752,-159.319,80.58,83,90,1.01
123,Am Timan,TD,2021-07-19 18:19:46,11.0297,20.2827,78.1,73,71,4.68
124,San Jose,US,2021-07-19 18:18:07,37.3394,-121.895,92.77,46,40,6.91
125,Solnechnyy,RU,2021-07-19 18:19:46,50.7214,136.6319,66.72,75,99,2.57
126,Kearney,US,2021-07-19 18:17:02,40.6995,-99.0815,81.16,65,40,8.05
127,Ridgecrest,US,2021-07-19 18:17:46,35.6225,-117.6709,94.01,35,20,1.01
128,Nobeoka,JP,2021-07-19 18:19:47,32.5833,131.6667,75.76,93,99,4.56
129,Chimoio,MZ,2021-07-19 18:19:47,-19.1164,33.4833,53.94,77,4,5.75
130,Touros,BR,2021-07-19 18:19:47,-5.1989,-35.4608,83.3,66,50,15.1
131,Nelson Bay,AU,2021-07-19 18:15:10,-32.7167,152.15,49.08,83,35,1.99
132,Pionerskiy,RU,2021-07-19 18:19:48,54.9508,20.2275,69.64,69,1,7.78
133,Grindavik,IS,2021-07-19 18:17:17,63.8424,-22.4338,53.56,87,75,8.05
134,Souillac,MU,2021-07-19 18:19:48,-20.5167,57.5167,72.36,73,75,13.8
135,Hobyo,SO,2021-07-19 18:19:48,5.3505,48.5268,77.43,80,99,25.7
136,Sorland,NO,2021-07-19 18:19:49,67.667,12.6934,51.66,73,36,23.02
137,Qasigiannguit,GL,2021-07-19 18:19:49,68.8193,-51.1922,48.45,83,100,4.38
138,Nyurba,RU,2021-07-19 18:19:49,63.2842,118.3319,57.33,90,98,4.99
139,Tuatapere,NZ,2021-07-19 18:19:50,-46.1333,167.6833,38.82,91,34,5.1
140,Houma,US,2021-07-19 18:19:50,29.5958,-90.7195,89.6,62,75,4.61
141,Cabo Rojo,PR,2021-07-19 18:19:50,18.0866,-67.1457,90.37,72,47,7.0
142,Mayo,US,2021-07-19 18:19:50,38.8876,-76.5119,90.39,58,1,1.99
143,Baghdad,IQ,2021-07-19 18:15:18,33.3406,44.4009,107.51,12,0,14.97
144,Itarema,BR,2021-07-19 18:19:51,-2.9248,-39.9167,83.35,66,28,16.73
145,Pochutla,MX,2021-07-19 18:19:51,15.7432,-96.4661,91.81,53,17,7.14
146,Namibe,AO,2021-07-19 18:19:52,-15.1961,12.1522,65.95,90,31,6.33
147,Mitsamiouli,KM,2021-07-19 18:19:52,-11.3847,43.2844,78.08,73,42,11.88
148,Marsh Harbour,BS,2021-07-19 18:19:52,26.5412,-77.0636,84.09,70,9,13.91
149,Nikki,BJ,2021-07-19 18:19:52,9.9401,3.2108,75.67,87,85,7.16
150,Cayenne,GF,2021-07-19 18:19:53,4.9333,-52.3333,86.04,81,0,1.99
151,Makakilo City,US,2021-07-19 18:16:15,21.3469,-158.0858,75.56,86,90,5.75
152,Ribeira Grande,PT,2021-07-19 18:19:29,38.5167,-28.7,73.8,78,40,13.8
153,New Norfolk,AU,2021-07-19 18:15:09,-42.7826,147.0587,48.92,71,98,5.01
154,Cockburn Town,TC,2021-07-19 18:19:53,21.4612,-71.1419,84.16,74,40,16.11
155,Metlika,SI,2021-07-19 18:19:54,45.6472,15.3142,78.69,92,53,3.96
156,Mopti,ML,2021-07-19 18:19:54,14.6667,-4.0,93.24,36,0,6.91
157,Nantucket,US,2021-07-19 18:19:54,41.2835,-70.0995,79.97,66,40,12.66
158,Bethel,US,2021-07-19 18:19:54,41.3712,-73.414,78.1,79,90,1.99
159,Neiafu,TO,2021-07-19 18:19:55,-18.65,-173.9833,75.88,88,40,0.0
160,Mizdah,LY,2021-07-19 18:19:55,31.4451,12.9801,84.42,26,0,12.28
161,Heze,CN,2021-07-19 18:18:55,35.2431,115.4411,75.42,88,96,7.85
162,Kousseri,CM,2021-07-19 18:19:55,12.0769,15.0306,90.68,40,57,4.25
163,Bitung,ID,2021-07-19 18:19:56,1.4451,125.1824,77.85,77,100,11.45
164,Gamba,GA,2021-07-19 18:19:56,-2.65,10.0,72.18,86,39,9.08
165,Bengkulu,ID,2021-07-19 18:19:56,-3.8004,102.2655,75.4,91,74,5.35
166,Sisophon,KH,2021-07-19 18:19:57,13.5859,102.9737,76.51,83,99,9.66
167,Avila,ES,2021-07-19 18:19:57,40.5833,-5.0,85.64,20,28,7.25
168,Aanekoski,FI,2021-07-19 18:19:57,62.6946,25.818,62.67,61,47,11.39
169,Sikasso,ML,2021-07-19 18:19:58,10.9167,-7.0,90.36,47,69,3.53
170,Kloulklubed,PW,2021-07-19 18:19:58,7.0419,134.2556,77.5,75,94,6.13
171,Kailaras,IN,2021-07-19 18:19:58,26.3167,77.6167,83.03,76,100,5.55
172,Korla,CN,2021-07-19 18:19:09,41.7597,86.1469,78.48,35,100,11.86
173,Saint-Georges,GD,2021-07-19 18:16:01,12.0564,-61.7485,83.88,79,40,23.02
174,Vao,NC,2021-07-19 18:15:41,-22.6667,167.4833,68.61,67,24,9.89
175,Muros,ES,2021-07-19 18:19:59,42.7762,-9.0603,79.68,78,48,8.75
176,Abu Samrah,SY,2021-07-19 18:19:59,35.3029,37.1841,88.65,24,0,9.93
177,Guane,CU,2021-07-19 18:19:59,22.2025,-84.0875,86.49,66,23,6.38
178,Port Huron,US,2021-07-19 18:20:00,42.9709,-82.4249,86.11,64,1,3.0
179,Saint George,US,2021-07-19 18:20:00,37.1041,-113.5841,93.67,31,1,3.44
180,Sao Jose Da Coroa Grande,BR,2021-07-19 18:20:00,-8.8978,-35.1478,78.85,76,48,10.92
181,Srednekolymsk,RU,2021-07-19 18:15:49,67.45,153.6833,55.87,49,100,7.16
182,Jacareacanga,BR,2021-07-19 18:20:01,-6.2222,-57.7528,95.31,46,0,4.61
183,Shelburne,CA,2021-07-19 18:15:03,44.0787,-80.2041,84.76,46,1,10.09
184,Makurdi,NG,2021-07-19 18:20:01,7.7411,8.5121,75.92,92,88,4.85
185,Little Current,CA,2021-07-19 18:20:01,45.9793,-81.9248,84.42,70,4,6.91
186,Medina,SA,2021-07-19 18:20:03,24.4686,39.6142,104.43,15,40,9.22
187,Aleppo,SY,2021-07-19 18:20:03,36.25,37.5,86.56,30,0,14.41
188,Springfield,US,2021-07-19 18:16:17,37.2153,-93.2982,84.0,68,75,8.99
189,Dikson,RU,2021-07-19 18:15:11,73.5069,80.5464,38.98,77,1,6.76
190,Victoria,HK,2021-07-19 18:16:54,22.2855,114.1577,80.65,94,100,7.0
191,Ketchikan,US,2021-07-19 18:20:04,55.3422,-131.6461,63.07,72,1,10.36
192,Sioux Lookout,CA,2021-07-19 18:20:04,50.1001,-91.917,71.67,83,90,10.36
193,Munster,DE,2021-07-19 18:18:36,51.9624,7.6257,70.32,61,20,6.91
194,Inhambane,MZ,2021-07-19 18:20:05,-23.865,35.3833,67.98,83,40,4.61
195,Yulara,AU,2021-07-19 18:20:05,-25.2406,130.9889,51.64,54,20,2.3
196,Olafsvik,IS,2021-07-19 18:20:06,64.8945,-23.7142,52.45,88,90,8.52
197,Kungurtug,RU,2021-07-19 18:20:06,50.5994,97.5228,51.87,82,42,2.71
198,Namatanai,PG,2021-07-19 18:20:06,-3.6667,152.4333,77.67,84,100,4.45
199,Upernavik,GL,2021-07-19 18:19:36,72.7868,-56.1549,40.28,86,100,6.76
200,Keuruu,FI,2021-07-19 18:20:06,62.2667,24.7,62.74,51,38,10.13
201,Kavieng,PG,2021-07-19 18:20:03,-2.5744,150.7967,79.95,79,100,3.33
202,Santa Cruz,BO,2021-07-19 18:20:07,-17.8,-63.1667,69.85,24,20,14.97
203,Salinopolis,BR,2021-07-19 18:20:07,-0.6136,-47.3561,83.05,76,41,9.73
204,Torbay,CA,2021-07-19 18:20:07,47.6666,-52.7314,73.76,71,75,16.11
205,Yarmouth,US,2021-07-19 18:20:08,41.7057,-70.2286,79.97,76,40,7.0
206,Fortuna,US,2021-07-19 18:20:08,40.5982,-124.1573,63.93,83,61,3.0
207,Honiara,SB,2021-07-19 18:20:08,-9.4333,159.95,74.43,81,91,4.63
208,Savannah Bight,HN,2021-07-19 18:20:09,16.45,-85.85,83.07,77,54,13.98
209,Roma,US,2021-07-19 18:16:03,43.2128,-75.4557,84.13,64,1,8.05
210,Iqaluit,CA,2021-07-19 18:18:42,63.7506,-68.5145,47.93,61,75,3.44
211,Chernyshevskiy,RU,2021-07-19 18:20:09,63.0128,112.4714,62.06,58,79,0.83
212,Matay,EG,2021-07-19 18:20:09,28.419,30.7792,96.76,17,0,8.41
213,Luderitz,NA,2021-07-19 18:20:10,-26.6481,15.1594,61.99,66,2,9.73
214,Saint-Philippe,RE,2021-07-19 18:20:10,-21.3585,55.7679,69.39,80,52,17.81
215,Hargeysa,SO,2021-07-19 18:16:52,9.56,44.065,72.7,53,73,24.09
216,Chokurdakh,RU,2021-07-19 18:20:10,70.6333,147.9167,55.87,50,100,9.01
217,Pandan,PH,2021-07-19 18:20:11,14.0453,124.1694,81.59,78,100,12.26
218,Labytnangi,RU,2021-07-19 18:20:11,66.6572,66.4183,60.64,69,93,5.17
219,Prieska,ZA,2021-07-19 18:20:11,-29.6641,22.7474,53.29,23,1,7.25
220,El Balsamo,HN,2021-07-19 18:20:12,15.0667,-87.4667,80.82,36,83,3.76
221,Dandong,CN,2021-07-19 18:20:12,40.1292,124.3947,71.22,94,14,2.1
222,Klaksvik,FO,2021-07-19 18:20:12,62.2266,-6.589,52.72,92,89,17.05
223,Chuy,UY,2021-07-19 18:20:13,-33.6971,-53.4616,54.05,67,90,12.55
224,Mujiayingzi,CN,2021-07-19 18:20:13,42.1167,118.7833,69.58,88,11,4.92
225,Nuuk,GL,2021-07-19 18:18:12,64.1835,-51.7216,47.01,81,75,21.85
226,Nikolskoye,RU,2021-07-19 18:20:13,59.7035,30.7861,66.4,64,0,5.93
227,Alofi,NU,2021-07-19 18:18:37,-19.0595,-169.9187,67.89,100,40,3.44
228,Beringovskiy,RU,2021-07-19 18:20:14,63.05,179.3167,45.41,98,100,5.41
229,Pevek,RU,2021-07-19 18:20:14,69.7008,170.3133,37.58,90,97,6.08
230,Shingu,JP,2021-07-19 18:20:14,33.7333,135.9833,75.9,94,38,3.78
231,Mayumba,GA,2021-07-19 18:20:15,-3.432,10.6554,72.82,85,68,8.1
232,Zhuhai,CN,2021-07-19 18:20:15,22.2769,113.5678,81.05,94,40,16.11
233,Kabo,CF,2021-07-19 18:20:15,7.6994,18.629,70.9,88,100,1.43
234,Sisimiut,GL,2021-07-19 18:20:16,66.9395,-53.6735,43.16,83,100,21.14
235,Neuquen,AR,2021-07-19 18:19:23,-38.9516,-68.0591,58.89,29,0,9.22
236,Katherine,AU,2021-07-19 18:20:16,-14.4667,132.2667,59.32,47,70,8.05
237,Wenling,CN,2021-07-19 18:20:16,28.3669,121.36,79.12,91,97,5.5
238,Beaverlodge,CA,2021-07-19 18:20:17,55.2166,-119.4361,58.35,80,100,1.05
239,Hay River,CA,2021-07-19 18:20:17,60.8156,-115.7999,66.18,59,75,4.61
240,Inuvik,CA,2021-07-19 18:20:17,68.3499,-133.7218,68.86,100,100,5.75
241,Mount Gambier,AU,2021-07-19 18:20:18,-37.8333,140.7667,49.64,91,78,10.71
242,Camacha,PT,2021-07-19 18:19:59,33.0833,-16.3333,74.53,64,75,11.5
243,Tiznit,MA,2021-07-19 18:20:18,29.5833,-9.5,86.81,25,0,10.16
244,Nizhniy Odes,RU,2021-07-19 18:19:38,63.6445,54.856,65.7,54,25,7.67
245,Posse,BR,2021-07-19 18:20:18,-14.0931,-46.3694,88.99,20,0,5.5
246,General Pico,AR,2021-07-19 18:20:19,-35.6566,-63.7568,59.5,26,78,9.19
247,College,US,2021-07-19 18:20:19,64.8569,-147.8028,69.21,63,40,4.61
248,Ottumwa,US,2021-07-19 18:20:19,41.02,-92.4113,84.88,65,40,4.0
249,Port-Gentil,GA,2021-07-19 18:19:30,-0.7193,8.7815,75.16,83,40,10.36
250,Santiago,CL,2021-07-19 18:17:05,-33.4569,-70.6483,73.17,15,0,3.44
251,Rome,US,2021-07-19 18:16:52,34.257,-85.1647,82.38,90,90,3.44
252,Uruguaiana,BR,2021-07-19 18:20:20,-29.7547,-57.0883,57.13,51,0,3.44
253,Guerrero Negro,MX,2021-07-19 18:20:20,27.9769,-114.0611,80.8,56,5,12.91
254,Mlawa,PL,2021-07-19 18:20:20,53.1128,20.3841,67.89,73,27,6.55
255,Don Sak,TH,2021-07-19 18:20:21,9.3168,99.6918,80.46,80,93,12.97
256,Gizo,SB,2021-07-19 18:20:21,-8.103,156.8419,81.03,79,80,9.17
257,Svetlyy,RU,2021-07-19 18:20:21,54.675,20.1347,69.85,77,0,8.66
258,Asau,RO,2021-07-19 18:20:22,46.4333,26.4,69.76,95,73,5.82
259,Norman Wells,CA,2021-07-19 18:20:22,65.282,-126.8329,71.64,60,40,11.5
260,Chifeng,CN,2021-07-19 18:19:19,42.2683,118.9636,69.94,91,7,3.98
261,Itoman,JP,2021-07-19 18:20:22,26.1247,127.6694,79.57,94,75,17.27
262,Karimganj,IN,2021-07-19 18:20:23,24.8667,92.35,77.23,96,100,0.2
263,Aksarka,RU,2021-07-19 18:20:23,66.5606,67.7975,61.54,68,77,7.14
264,Narsaq,GL,2021-07-19 18:20:23,60.9167,-46.05,52.02,98,100,3.76
265,Ilulissat,GL,2021-07-19 18:18:15,69.2167,-51.1,48.22,71,75,3.44
266,Chardara,KZ,2021-07-19 18:20:24,41.2547,67.9692,83.53,23,56,11.52
267,Xuddur,SO,2021-07-19 18:20:24,4.1213,43.8894,78.57,50,95,17.27
268,Mesetas,CO,2021-07-19 18:20:24,3.3846,-74.0442,74.86,81,97,2.68
269,Meulaboh,ID,2021-07-19 18:20:25,4.1363,96.1285,76.39,88,94,4.0
270,Lompoc,US,2021-07-19 18:18:21,34.6391,-120.4579,94.01,64,1,12.66
271,Verkhniy Avzyan,RU,2021-07-19 18:19:14,53.5289,57.5372,64.83,75,48,3.87
272,Coolum Beach,AU,2021-07-19 18:20:25,-26.5333,153.1,48.34,89,0,6.51
273,Yuzhno-Kurilsk,RU,2021-07-19 18:20:25,44.0306,145.8556,60.28,99,99,4.16
274,Leningradskiy,RU,2021-07-19 18:19:48,69.3833,178.4167,39.52,90,100,0.45
275,Tautira,PF,2021-07-19 18:20:22,-17.7333,-149.15,77.02,81,100,24.09
276,Iquique,CL,2021-07-19 18:20:26,-20.2208,-70.1431,59.04,69,48,7.78
277,Laplace,US,2021-07-19 18:18:29,30.0666,-90.4801,93.18,59,18,5.61
278,Emmett,US,2021-07-19 18:20:26,43.8735,-116.4993,91.89,17,100,18.39
279,Isla Vista,US,2021-07-19 18:20:27,34.4133,-119.861,100.35,68,1,3.44
280,Kaithal,IN,2021-07-19 18:20:27,29.8,76.3833,78.3,91,100,8.1
281,Ahipara,NZ,2021-07-19 18:15:43,-35.1667,173.1667,53.73,76,25,8.21
282,Bartica,GY,2021-07-19 18:20:27,6.4,-58.6167,84.52,58,48,2.75
283,Moron,AR,2021-07-19 18:20:28,-34.6534,-58.6198,57.02,54,32,3.0
284,Santiago Del Estero,AR,2021-07-19 18:20:28,-27.7951,-64.2615,63.81,19,96,10.98
285,Road Town,VG,2021-07-19 18:20:28,18.4167,-64.6167,87.84,66,40,13.8
286,Mahenge,TZ,2021-07-19 18:20:29,-8.6833,36.7167,63.0,50,39,3.47
287,Baglan,AF,2021-07-19 18:20:29,36.1307,68.7083,85.71,21,53,4.0
288,Zhangye,CN,2021-07-19 18:20:29,38.9342,100.4517,78.1,35,100,2.59
289,Calvinia,ZA,2021-07-19 18:20:30,-31.4707,19.776,53.74,54,63,2.86
290,Sirjan,IR,2021-07-19 18:17:44,29.452,55.6814,84.94,22,94,11.88
291,Provideniya,RU,2021-07-19 18:15:44,64.3833,-173.3,48.52,97,100,5.41
292,Naliya,IN,2021-07-19 18:20:30,23.2667,68.8333,83.25,79,100,23.8
293,Aden,YE,2021-07-19 18:18:52,12.7794,45.0367,86.41,68,100,14.12
294,Roccastrada,IT,2021-07-19 18:20:30,43.0099,11.1665,83.48,42,14,10.83
